ASV_ID	F-2014-GULD04-1m-L	F-2014-GULD04-1m-S	F-2014-GULD04-20m-L	F-2014-GULD04-20m-S	F-2014-GULD04-250m-L	F-2014-GULD04-250m-S	F-2014-LL07-1m-S	F-2014-LL07-20m-S	F-2014-LL07-250m-L	F-2014-LL07-250m-S	F-2016-GULD04-1m-L	F-2016-GULD04-1m-S	F-2016-GULD04-20m-S	F-2016-GULD04-250m-L	F-2016-GULD04-250m-S	F-2016-LL07-1m-L	F-2016-LL07-1m-S	F-2016-LL07-20m-S	F-2016-LL07-250m-L	F-2016-LL07-250m-S	F-2017-GULD04-1m-L	F-2017-GULD04-1m-S	F-2017-GULD04-20m-L	F-2017-GULD04-20m-S	F-2017-GULD04-250m-L	F-2017-GULD04-250m-S	F-2017-LL07-1m-L	F-2017-LL07-1m-S	F-2017-LL07-20m-L	F-2017-LL07-20m-S	F-2017-LL07-250m-L	F-2017-LL07-250m-S	S-2014-GULD04-1m-L	S-2014-GULD04-1m-S	S-2014-GULD04-20m-L	S-2014-GULD04-20m-S	S-2014-GULD04-250m-L	S-2014-GULD04-250m-S	S-2014-LL07-1m-S	S-2014-LL07-20m-S	S-2014-LL07-250m-L	S-2014-LL07-250m-S	S-2017-GULD04-1m-L	S-2017-GULD04-1m-S	S-2017-GULD04-20m-L	S-2017-GULD04-20m-S	S-2017-GULD04-250m-L	S-2017-GULD04-250m-S	S-2017-LL07-1m-L	S-2017-LL07-20m-L	S-2017-LL07-20m-S	S-2017-LL07-250m-L	S-2017-LL07-250m-S	S-2018-GULD04-1m-L	S-2018-GULD04-1m-S	S-2018-GULD04-20m-L	S-2018-GULD04-20m-S	S-2018-GULD04-250m-L	S-2018-GULD04-250m-S	S-2018-LL07-1m-L	S-2018-LL07-1m-S	S-2018-LL07-20m-S	S-2018-LL07-250m-L	S-2018-LL07-250m-S
b49505ef6c1851123e657223bc44f10c	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	39	0	0	0	0	9	0	0	0	0	0	0	697	14	1353	79	3884	1162	184	37	1911	0	85	0	74	0	0	31	21	0	1921	3939	4	6	72	484	231	997	0	0	390	0	447
c641a1a3686dae2d4c43170613ade725	0	0	0	0	644	3359	2559	125	753	5646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	1254	0	0	0	0	4	0	35	0	0	456	764	0	0	0	131	55	47	0	0	313	0	37
6b9dd64d080d53d989a8407d9806429e	0	0	0	0	0	0	99	17	0	0	0	0	33	0	0	0	54	20	0	0	0	452	0	14	0	0	0	102	0	43	0	0	0	542	9	1286	0	107	2917	131	0	52	38	1377	10	2359	0	6	0	0	418	0	21	0	20	0	3587	0	47	0	0	256	0	6
c1797175f7325ec39a2cd4bd3659691a	0	0	0	0	0	162	0	0	0	0	0	0	0	0	118	0	0	16	0	127	11	968	0	47	0	78	3	120	0	66	0	61	0	1750	8	3558	0	1592	1177	177	31	863	15	464	11	1090	0	0	0	3	281	0	85	0	0	0	162	0	164	0	0	88	0	29
69bfc840c6207d6670e7aa72b240c3fe	0	0	14	0	1027	2007	547	167	147	847	0	0	0	56	114	42	110	10	675	581	48	106	18	13	38	2886	296	114	59	0	133	456	0	44	0	92	0	1324	125	0	0	513	0	0	0	0	49	26	22	0	0	106	184	0	0	0	0	0	0	0	0	0	0	0
c497da3b39f30aceede6bec3b03cd100	0	0	0	0	0	234	577	154	0	41	0	0	18	0	101	0	291	22	0	161	11	2166	0	86	0	152	5	79	15	40	0	66	0	605	14	2156	24	611	1169	169	0	276	0	345	0	1638	0	0	0	0	149	0	63	0	4	0	647	0	153	0	0	689	0	16
8c7146307628fdf05429ceed76135848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	55	0	0	0	0	0	0	25	0	0	0	0	489	98	1335	0	29	3852	354	0	0	452	171	195	1012	0	0	602	52	152	22	48	0	21	41	2406	0	0	0	0	790	0	0
f35c0a576bb1ab3577191cb12352c249	0	0	0	0	0	17	108	25	0	0	0	0	10	0	14	0	123	28	0	39	21	126	6	34	0	0	0	22	16	5	0	0	0	426	43	914	19	157	2047	188	24	460	174	490	79	1131	0	109	81	28	222	10	88	0	9	55	4030	21	143	0	0	464	0	47
9135aad5cc6b65a19711a6b48e3ce800	0	0	0	0	21	1194	0	0	24	257	0	0	0	11	1302	0	0	0	17	1113	0	0	0	0	0	1760	0	0	0	0	8	1059	0	0	0	0	7	682	0	0	35	1046	0	0	0	0	14	462	0	0	0	36	2707	0	0	0	0	0	31	0	0	0	0	85
2c58fb3cd7af382778c7aac4d37b9b6a	0	0	0	0	0	30	0	10	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	266	14	36	603	23	20	18	41	55	8	102	0	14	3904	5637	0	0	0	0	0	0	0	0	0	0	0
e5bef6d7a65c9a889f20b3b9f3ba62fb	0	0	0	0	0	582	0	0	30	534	0	0	0	0	1149	0	0	0	14	823	0	0	0	0	0	2192	0	0	0	0	11	1246	0	0	0	0	0	210	0	0	0	290	0	0	0	0	11	348	0	0	0	0	2783	0	0	0	0	0	0	0	0	0	0	164
a404bf4d32831f2133794e5fe5d0a73e	0	0	0	0	0	2087	122	45	0	329	0	0	8	0	658	0	22	0	0	708	0	548	0	0	0	623	0	47	0	0	0	423	0	0	0	172	16	1190	0	0	0	1090	0	183	0	484	10	140	0	0	183	34	685	0	0	0	108	8	252	0	0	0	0	99
e94c43a6a4852fa204461351fbaaa24a	27	0	170	22	0	14	3304	500	0	131	94	5	1467	0	53	0	2923	624	0	0	20	495	0	0	0	14	0	89	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	90	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
588253f8c914de60cbb9577946854a39	0	0	0	0	0	265	3259	740	0	44	14	0	0	0	66	0	2576	0	0	66	0	1074	0	39	0	23	0	16	0	0	0	29	0	42	0	171	0	65	82	0	0	36	0	57	0	424	0	0	0	0	36	0	24	0	0	0	156	0	109	0	0	49	0	16
6535f44f34ab933cad7265fa384ce933	0	0	22	0	0	0	542	91	0	0	31	0	12	0	0	0	27	6	0	0	41	185	26	41	0	0	0	25	0	0	0	0	0	382	47	859	0	17	1739	174	0	0	437	619	219	1926	0	0	275	63	300	0	36	0	0	25	763	0	19	0	0	477	0	0
f584ab1f4a468114a0be8b5e0c76cd6c	0	0	0	0	28	4821	56	0	0	176	0	0	0	0	26	13	30	0	87	68	0	0	0	0	0	51	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1008	16	503	197	1026	0	0	25	0	702	0	0	0	0	0	0	0	0	0	0	0
f35e22bbc30a072caa6b6f67fb160027	11	0	101	0	0	0	501	98	0	0	125	0	83	0	0	31	517	146	0	0	158	869	96	101	0	0	81	310	129	94	0	0	0	700	18	1105	0	56	463	51	0	0	114	576	56	1121	0	0	28	15	273	0	16	0	0	0	70	0	26	0	0	105	0	0
60e6400129d74b4634d1d984c57b3fa0	9	0	0	0	826	3980	1031	80	253	1194	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	200	13	0	0	0	0	179	0	5	0	0	0	0	10	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1169e4a9b8791b0ba26c062c610fed24	0	0	22	0	421	1858	393	137	122	712	0	0	9	0	107	0	0	0	192	139	39	87	0	0	0	1978	154	67	54	0	78	321	0	0	0	0	0	432	33	0	0	132	0	0	0	0	49	21	0	0	0	22	52	0	0	0	0	0	0	0	0	0	0	0
0d22b7e4a1259d36db15ecf563f64057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	11	0	0	0	0	0	281	6	720	0	8	911	39	0	0	41	601	31	1020	0	0	33	0	214	0	13	0	7	14	3009	0	10	0	0	142	0	0
1816e09570f69294ef9acec1652a8455	0	0	0	0	0	692	0	0	0	156	0	0	0	0	631	0	0	0	0	449	0	18	0	0	0	1093	0	0	0	0	0	742	0	21	0	51	8	1009	13	0	0	588	0	0	0	0	0	212	0	0	0	30	1126	0	0	0	0	0	112	0	0	0	0	101
15949af7fbc59962388dce15963f9cec	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	10	0	61	0	0	0	0	0	30	0	9	0	10	0	456	13	829	8	38	2210	202	0	24	6	438	3	690	0	0	0	0	207	0	15	0	8	0	1143	0	21	0	0	198	0	0
f0bfd01b6560ebd963a389f29ab92ff4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	24	0	0	0	16	0	9	0	0	0	414	10	992	0	15	1093	149	0	15	35	550	29	1106	0	0	14	7	258	0	20	0	6	19	1502	0	21	0	0	264	0	0
20244110d3321cc686a364a49cd84ebf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	86	0	64	707	343	54	0	20	1731	3334	0	0	0	0	0	0	0	0	0	0	0
401a67858704d406087efd35334e84e1	0	0	10	0	0	115	1396	463	0	13	10	0	7	0	72	0	915	7	0	52	0	792	0	49	0	62	0	64	0	20	0	44	0	151	10	470	0	178	268	45	0	110	0	58	0	265	0	11	0	0	45	0	33	0	0	0	275	0	115	0	0	215	0	17
d3f904c89fe4ebb73b13e028a5574924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	514	0	57	0	0	13	146	0	57	0	0	0	564	10	1360	0	106	927	64	0	46	21	480	10	842	0	0	8	0	162	0	0	0	0	0	611	0	22	0	0	263	0	0
1948c923ff6f3d20c3bdea3ca6c4688e	0	0	0	0	16	441	0	0	13	368	0	0	0	0	719	0	0	0	0	479	0	0	0	0	0	1308	0	0	0	0	0	703	0	0	0	0	0	155	0	0	0	158	0	0	0	0	0	204	0	0	0	20	1568	0	0	0	0	0	41	0	0	0	0	72
c3e3af816b90df02a0cc14d91a7fee61	0	0	0	0	9	1454	0	0	0	314	0	0	0	0	625	0	0	0	0	572	0	0	0	0	0	667	0	0	0	0	0	411	0	0	0	0	0	758	0	0	0	348	0	0	0	0	0	208	0	0	12	0	661	0	0	0	0	0	91	0	0	0	0	53
bc794a8df80afbc3c469b5293b74c7f6	0	0	0	0	12	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	49	591	9	45	0	0	66	58	103	10	14	0	23	486	1023	1163	20	162	480	69	123	57	361	93	73	222	14	3	21	21	30	20	20	9	0	192	376	12	22	0	0	89	0	3
af4ec853b8f3af897984b19fd4b71d91	0	0	0	0	0	0	153	44	0	14	0	0	35	0	0	0	129	26	0	0	7	177	9	0	0	0	0	41	0	18	0	0	0	542	0	851	0	58	1280	129	0	14	33	326	0	795	0	0	0	0	173	0	0	0	0	0	617	0	35	0	0	581	0	0
fcf11ec8b80994412cebcb3c12ac3d58	0	0	27	0	385	1610	338	167	120	374	0	0	0	30	410	0	0	0	15	339	0	0	0	0	0	42	0	7	0	0	15	65	0	9	0	0	0	5	94	10	0	306	11	170	0	65	240	485	27	23	30	159	367	0	0	0	0	0	0	0	0	0	0	0
0e1ecf529a93e4ecf3288da68e9ab5dc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	23	1816	0	55	1266	79	0	20	55	313	27	586	0	0	30	0	129	0	13	0	0	0	44	0	0	0	0	308	0	0
2981aa9f69bc423dc502b2e178dc7904	0	0	0	0	0	0	792	122	3	0	14	0	0	0	0	0	785	26	0	0	35	1512	7	54	0	0	0	89	11	31	0	0	0	225	0	889	0	0	129	0	0	0	14	276	0	726	0	0	0	0	9	0	0	0	0	0	19	0	2	0	0	0	0	0
77ba7c8c4951a3c3f3d33241a577fefb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	1154	6	82	1653	162	0	84	34	281	0	490	4	98	8	0	144	0	37	0	0	0	750	0	0	0	0	143	0	0
fb8b7d4f560083b68563f422cace75a1	0	0	0	0	0	256	0	0	0	245	0	0	0	0	572	0	0	0	0	495	0	0	0	0	0	1247	0	0	0	0	0	808	0	0	0	0	0	88	0	0	0	142	0	0	0	0	0	200	0	0	0	10	1506	0	0	0	0	0	25	0	0	0	0	33
e662c4255904d5745ec8ed3db822c549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	8	0	0	29	0	17	0	0	0	0	0	6	0	0	0	19	7	349	12	562	22	126	2132	195	22	254	20	119	0	193	0	100	41	15	112	0	61	0	0	10	725	0	34	0	0	284	0	10
2569fc58a228d0f281874635cc9955e1	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	53	0	0	0	0	212	0	43	0	0	0	35	0	0	0	0	0	479	19	1301	0	124	711	68	0	61	62	409	0	1223	0	0	7	0	153	0	0	0	0	0	244	0	0	0	0	149	0	0
07cbb4b08197efe6360e984894445b12	0	0	0	0	0	477	0	0	0	117	0	0	0	0	604	0	0	0	0	671	0	0	0	0	0	796	0	0	0	0	0	655	0	0	0	0	0	569	0	0	0	539	0	0	0	0	0	199	0	0	0	0	726	0	0	0	0	0	0	0	0	0	0	46
01e3a10453a0f7cc6f327b8091090c58	0	0	0	0	0	0	67	0	7	0	0	0	0	19	3	6	60	0	6	0	173	777	29	57	0	0	149	358	98	156	0	0	0	141	21	331	0	0	89	16	0	0	216	932	136	1162	0	7	6	0	84	7	24	0	0	3	222	0	0	0	0	21	0	0
0d754b3546373fe64021cd1d8957fa91	0	0	0	0	0	332	183	355	51	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	568	30	48	2003	17	21	0	25	107	0	41	0	0	257	201	0	0	0	0	0	0	0	0	0	0	0
0f90b77a10e5cae78cfc235d73e3baf4	0	0	0	0	0	184	440	322	12	689	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	116	40	29	0	0	0	0	0	0	0	0	0	42	0	0	343	83	71	50	116	447	0	128	0	0	995	712	0	0	0	16	0	0	0	0	28	0	0
b2baa004c4ac84776c44c396070a256c	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	344	1397	1055	684	327	43	21	341	122	0	0	0	0	353	0	0	0	0	55	17	0	0	0	0	0	0	0	0	0	0	0
b32230f64a8ab7615b0f2f0bb5a532fe	0	0	3	0	0	178	198	70	8	0	0	0	49	0	55	0	91	83	0	21	11	1137	4	180	0	30	7	346	19	137	0	0	0	234	0	469	0	259	140	9	0	72	0	205	0	445	0	0	0	7	155	0	21	0	0	0	52	5	48	0	0	22	0	0
1c2db6bdf83c503d1c7a4f2ff92c2e5c	25	0	22	9	0	0	738	285	27	19	255	0	127	0	0	22	296	144	0	0	55	231	26	34	0	0	53	170	96	54	0	0	0	199	53	367	0	0	317	31	0	0	50	154	30	231	0	0	28	12	154	0	0	0	0	0	126	7	25	0	0	145	0	0
1ee9c26299f7dd3cf95bec714ff6084e	11	0	14	0	422	1794	384	140	151	794	0	0	0	0	117	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba10bcab6998359330ae6f0776115ccb	0	0	0	0	38	341	74	44	92	229	0	0	6	195	3112	0	0	12	64	149	0	27	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e46afb2074585e5db590e05fb26949bd	0	0	0	0	0	0	578	162	0	0	23	0	80	0	13	24	3481	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bb747f1c68faf1d195ff8dc6d9d66698	0	0	0	0	0	377	0	0	0	221	0	0	0	0	557	0	0	0	0	260	0	0	0	0	0	944	0	0	0	0	0	494	0	0	0	0	0	74	0	0	0	108	0	0	0	0	0	122	0	0	0	48	1165	0	0	0	0	0	78	0	0	0	0	0
afb7d45c7ac635614787ce82d123cffe	13	0	20	0	186	80	21	0	305	28	339	3	34	72	53	20	14	35	173	51	457	125	52	7	0	76	459	191	945	47	73	46	0	0	0	13	49	0	0	0	48	0	11	6	0	15	50	8	9	0	11	59	53	0	0	5	0	73	9	0	0	9	0	6
93c203b801413421b085ac9f2d2945d5	0	0	0	0	0	481	0	0	27	139	0	0	0	0	467	0	0	0	10	397	0	0	0	0	0	609	0	0	0	0	0	399	0	0	0	0	0	347	0	0	7	310	0	0	0	0	6	123	0	0	0	17	895	0	0	0	0	0	35	0	0	0	0	38
7c6caf692f6158fa656244f9d6ec015f	0	0	22	0	57	346	113	17	29	238	14	0	0	20	0	0	0	0	20	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	8	9	40	0	24	461	216	49	0	0	879	1668	0	0	0	0	0	0	0	0	0	0	0
625cabfbd66e4f32de52ec86cb441744	0	0	0	0	39	1676	0	0	14	180	0	0	0	0	294	0	0	0	0	324	0	20	0	0	0	227	0	0	0	0	0	245	0	0	0	0	0	292	0	0	0	172	0	6	0	14	0	79	0	0	20	0	274	0	0	0	0	17	295	0	0	0	0	66
bdf18e8980906003f3978e5ee578c9ea	0	0	0	0	0	54	566	112	0	20	5	0	34	0	10	2	67	52	0	9	14	1351	6	90	0	12	14	255	4	109	0	11	0	55	0	136	0	67	70	3	0	21	5	149	2	354	0	0	0	0	196	0	7	0	0	0	131	0	57	0	0	147	0	7
19a97ce61e5838cdf56cc50b2f113b02	0	0	0	0	0	163	82	32	13	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	77	0	57	474	211	49	28	0	926	1929	0	0	0	0	0	0	0	0	0	0	0
f3258b848070b56c9247a700289cedee	7	0	34	0	0	0	5	0	14	0	947	0	0	0	0	18	5	5	0	0	1090	59	162	0	0	0	656	32	1004	11	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	3	72	0	0	0	0	0	0
b6ca1e254602e9e76678ec0a4477381c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	18	5	8	16	0	0	995	2796	0	0	0	0	0	0	0	0	0	0	0
659ed5c028a49ac18495504f2073e0bb	0	0	0	0	0	0	209	36	0	0	0	0	45	0	0	2	92	50	0	6	0	120	0	2	0	0	0	113	0	30	0	0	0	350	0	870	0	61	541	10	0	28	0	403	0	325	0	0	0	0	122	0	0	0	3	0	349	0	8	0	0	49	0	0
c633d8e3a82d28d0415d0fe733b25a9b	0	0	0	0	435	22	0	0	306	8	0	0	0	392	60	0	0	0	748	76	0	0	0	0	7	45	0	0	0	0	128	33	0	0	0	0	512	42	0	0	394	66	0	0	0	0	215	16	0	0	0	66	13	0	0	0	0	221	14	0	0	0	0	0
1ce3b5c6d85ce967f8677e23e3e9b0be	0	0	0	0	0	181	489	127	0	18	0	0	0	0	78	0	779	0	0	78	0	456	0	19	0	68	0	23	0	0	0	43	0	94	0	213	0	139	133	37	0	64	0	69	0	188	0	0	0	0	38	0	45	0	0	0	99	0	76	0	0	104	0	0
7a7ac40b08f9a40f905485296442337e	0	0	0	0	0	32	235	75	0	0	0	0	28	0	20	0	38	45	0	0	8	875	0	34	0	0	0	284	7	89	0	0	0	203	0	514	0	72	130	11	0	18	10	239	0	392	0	0	0	0	169	0	8	0	0	0	21	0	55	0	0	25	0	10
b2773bfc2012bf34142dfe432d448b79	0	0	0	0	22	779	0	0	0	174	0	0	0	0	429	0	0	0	0	313	0	0	0	0	0	473	0	0	0	0	0	209	0	0	0	0	0	240	0	0	0	217	0	0	0	0	0	70	0	0	0	0	524	0	0	0	0	0	132	0	0	0	0	33
10937812a8cd1af330124b28d002884c	0	0	4	0	0	0	977	316	0	0	32	0	11	0	0	77	2159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8b8e8ffbcce790110eb1b1612ab6da8	0	0	0	0	0	392	0	0	0	146	0	0	0	0	402	0	0	0	0	218	0	0	0	0	0	664	0	0	0	0	0	430	0	0	0	0	0	197	0	0	0	195	0	0	0	0	0	140	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0
c501af851bdc4bc1d06787c106f961d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	297	41	0	0	0	71	241	120	59	0	0	17	601	123	1080	0	0	282	0	0	0	35	59	10	100	0	0	30	0	32	0	0	0	0	0	31	11	0	0	0	134	0	0
b329e09e7067a46d867cfd184f205737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	176	0	0	2102	89	0	0	26	157	0	287	0	0	82	0	216	0	16	0	0	0	181	0	0	0	0	97	0	0
d42ff5ae074d8ae7b783eac352a53d9b	0	0	0	0	0	527	0	0	0	107	0	0	0	0	343	0	0	0	29	592	0	0	0	0	0	333	0	0	0	0	0	307	0	0	0	0	0	466	0	0	0	334	0	0	0	0	0	81	0	0	0	11	291	0	0	0	0	0	33	0	0	0	0	30
3c732a7edae66c0e41e06067d0ac801a	27	0	159	0	25	32	196	31	47	49	211	0	111	0	20	35	100	169	0	14	525	241	73	19	0	0	339	139	527	48	0	0	0	22	0	48	20	14	18	0	0	0	18	34	0	59	0	0	0	0	0	9	0	0	0	0	12	0	14	0	0	19	0	17
2ff0a172c72d96fac751f72b803c6ee7	0	0	0	0	0	371	0	0	0	160	0	0	0	0	433	0	0	0	0	230	0	0	0	0	0	542	0	0	0	0	0	312	0	0	0	0	0	282	0	0	0	128	0	0	0	0	0	144	0	0	0	0	646	0	0	0	0	0	45	0	0	0	0	87
4bc519463f7877e89ae84f208f8564d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	35	337	189	48	0	0	893	1721	0	0	0	0	0	0	0	0	0	0	0
5623a932ace577bbcad9b0f70414ad2a	0	0	4	0	0	107	551	179	8	0	26	0	59	0	26	0	311	82	0	20	27	976	0	177	0	0	15	130	14	49	0	19	0	0	0	12	0	57	0	0	0	21	0	12	0	66	0	0	0	0	32	0	10	0	0	0	17	0	80	0	0	0	0	21
c76526dd2767e5090c0b1e42096ddb92	0	0	0	0	142	15	0	0	78	0	0	0	0	65	24	0	0	0	151	21	84	19	19	0	0	16	70	18	125	0	39	28	0	0	0	4	929	143	0	0	434	119	0	0	0	0	42	12	0	10	4	16	12	0	0	0	0	342	99	0	0	13	0	11
76dfe03cf1770d4ae5c703515096f2e9	0	0	0	0	0	442	0	0	0	118	0	0	0	0	247	0	0	0	0	179	0	0	0	0	0	382	0	0	0	0	0	196	0	0	0	0	0	357	0	0	0	195	0	0	0	0	0	58	0	0	0	22	841	0	0	0	0	0	26	0	0	0	0	37
5ff0c8de3284360ad3c5cfa24af2baad	5	0	0	0	211	189	1680	149	328	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2997f1920aefbb91632b549f2538b73b	0	0	0	0	0	68	922	173	0	22	0	0	0	0	26	6	504	0	0	22	0	776	0	27	0	13	0	16	0	0	0	4	0	11	0	66	0	23	20	0	0	13	0	11	0	126	0	0	0	0	10	0	10	0	0	0	18	0	27	0	0	14	0	0
b9870f960c11a3c708cd2d22af40e20a	0	0	0	0	810	606	196	0	91	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	395	0	0	8	0	180	282	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	19	0	0	0	0	0	0	0
7c27b8d058831e12255075a55e16a9c4	0	0	16	8	0	9	562	200	0	16	17	0	113	0	19	7	1254	145	0	0	0	251	0	71	0	0	0	110	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
a6403cc4635bf5216e10d8724763fb72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	0	75	0	0	0	347	0	197	0	0	0	0	0	52	24	764	76	0	0	74	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	82	0	0	0	0	0	0
7ad0875409ba5a4ab47602b358817d72	0	0	0	0	0	447	0	0	16	109	0	0	0	0	336	0	0	0	14	234	0	0	0	0	0	411	0	0	0	0	0	228	0	0	0	0	0	274	0	0	0	195	0	0	0	0	0	92	0	0	0	0	363	0	0	0	0	0	30	0	0	0	0	53
0b1bfe440f3f65f8fb4fc67df90ae491	0	0	31	0	57	33	0	0	38	0	115	0	35	57	44	0	56	97	81	0	120	40	90	0	0	0	231	108	398	69	50	0	23	36	0	115	72	40	61	8	89	87	0	0	3	141	18	0	21	9	0	0	49	0	0	0	36	14	0	0	0	205	4	0
7aa69e82df6183bab4b3dbf888d0ab3d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	10	0	0	0	0	0	77	0	316	0	0	1312	57	0	0	0	12	0	25	0	0	0	0	10	0	0	0	0	5	872	0	0	0	0	54	0	0
6a4ef2696ec550b3c80eb625de83e767	0	0	0	0	31	342	0	0	0	93	0	0	0	0	288	0	0	0	0	301	0	0	0	0	0	449	0	0	0	0	0	231	0	0	0	0	0	205	0	0	0	156	0	0	0	0	11	83	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	36
82d282a1995e15e44e1898a60f40d437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	839	0	105	431	0	0	111	0	188	0	385	0	0	0	0	98	0	0	0	0	0	112	0	0	0	0	0	0	0
0f68bf0d2db1ff942fd51c0843f629e4	0	0	0	0	0	341	0	0	0	96	0	0	0	0	285	0	0	0	0	142	0	0	0	0	0	392	0	0	0	0	0	210	0	0	0	0	0	204	0	0	0	99	0	0	0	0	0	66	0	0	0	0	748	0	0	0	0	0	0	0	0	0	0	34
3468430277ce2317dec6f413dcfaa03e	0	0	0	0	0	0	1363	351	0	0	11	0	44	0	0	0	512	22	0	0	0	179	0	19	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
5b368ac79a55817d531c36e645757709	12	0	62	0	60	64	403	140	124	67	260	0	53	0	0	32	139	172	0	20	141	58	0	0	0	74	146	63	303	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	37
2319f5c365f81c6d76cdaebc4c4a882f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	109	0	0	0	0	0	107	22	40	0	0	0	423	16	734	0	0	328	13	0	0	29	215	12	318	0	0	15	0	44	0	0	0	0	0	41	0	0	0	0	19	0	0
