ASV_ID	F-2016-GULD04-1m-L	F-2016-GULD04-1m-S	F-2016-GULD04-20m-L	F-2016-GULD04-20m-S	F-2016-GULD04-250m-L	F-2016-GULD04-250m-S	F-2014-GULD04-1m-L	F-2014-GULD04-1m-S	F-2014-GULD04-20m-L	F-2014-GULD04-20m-S	F-2014-GULD04-250m-L	F-2014-GULD04-250m-S	F-2017-GULD04-1m-L	F-2017-GULD04-1m-S	F-2017-GULD04-20m-L	F-2017-GULD04-20m-S	F-2017-GULD04-250m-L	F-2017-GULD04-250m-S	S-2014-GULD04-1m-S	S-2014-GULD04-20m-L	S-2014-GULD04-20m-S	S-2014-GULD04-250m-L	S-2014-GULD04-250m-S	S-2017-GULD04-1m-S	S-2017-GULD04-20m-L	S-2017-GULD04-20m-S	S-2017-GULD04-250m-L	S-2017-GULD04-250m-S	S-2018-GULD04-1m-S	S-2018-GULD04-20m-L	S-2018-GULD04-20m-S	S-2018-GULD04-250m-L	S-2018-GULD04-250m-S	F-2014-LL07-1m-L	F-2014-LL07-1m-S	F-2014-LL07-20m-L	F-2014-LL07-20m-S	F-2014-LL07-250m-L	F-2014-LL07-250m-S	F-2016-LL07-1m-L	F-2016-LL07-1m-S	F-2016-LL07-20m-L	F-2016-LL07-20m-S	F-2016-LL07-250m-L	F-2016-LL07-250m-S	F-2017-LL07-1m-L	F-2017-LL07-1m-S	F-2017-LL07-20m-L	F-2017-LL07-20m-S	F-2017-LL07-250m-L	F-2017-LL07-250m-S	S-2014-GULD04-1m-L	S-2014-LL07-1m-S	S-2014-LL07-20m-S	S-2014-LL07-250m-L	S-2014-LL07-250m-S	S-2017-GULD04-1m-L	S-2017-LL07-1m-L	S-2017-LL07-1m-S	S-2017-LL07-20m-L	S-2017-LL07-20m-S	S-2017-LL07-250m-L	S-2017-LL07-250m-S	S-2018-LL07-1m-L	S-2018-LL07-1m-S	S-2018-LL07-20m-S	S-2018-LL07-250m-L	S-2018-LL07-250m-S
215ad1eee7c616ffd4c3d84635d19acb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21600bdd3cfa3b47bb0a2ad218e99ab4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	38	53	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21886722191fcc005798fb949b2412c0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2199801508e97571e546a6e9a069811a	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	10	39	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21ac12f896f9627eeb22812d22210f09	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	139	0	0	0	0	99	23	0	0	0	151	0	0	0	0	75	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
21cbffd36879cf472269ca5058711e5c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21f246507c2a69abb231a1b14c59f024	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	6	0	0	0	0	0	8	0	0	0	0	6	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222496a8dac83cacd76b652909afa11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22479cf5a76b55c77784c7b4784e4364	18	0	12	11	0	0	0	0	0	0	43	0	8	8	4	0	50	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	5	0	26	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2268c49dd5dae996d463c5e1346a7dfd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
2271cddab095b6bfb9b9ca4637a730e4	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2292dcba2442d7d341cd9c09848ad436	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22cc350741fa7c28226903197934f76d	0	0	0	0	0	106	0	0	0	0	0	117	0	0	0	0	95	279	0	0	0	0	109	0	0	0	0	124	0	0	0	0	42	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	1332	0	0	0	0	0	0	0	0	0	0	0	853	0	0	0	0	12
22e0fc4035003ecd360d0cfd4b3238d4	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	139	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2308b414b62ab4191d3737034e307b8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
234c42835a3f907db450fa86a7b42ac3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	516	0	0	0	0	0
23697eaad75aa1615316950cb3da09c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
2393a2139644b54c9f4b4e50791dc4f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	16	0	0	3017	249	0	0	0	671	87	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23d175f0f4c269430f11bdf36181419a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
23ed988988891f83b37e0b275b7bfead	0	85	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240029de5c3bc9289e9d7adaa0e1627e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241220fe02b045ea566a54bdc31e57c8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	256	0	123	152	0	0	0	0	63	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241ea86db5f96bd775b7c59758f9e766	10	140	23	94	18	49	0	0	0	13	83	14	77	640	38	156	129	14	122	0	155	26	11	167	15	247	0	0	0	0	0	10	0	0	0	0	0	0	0	0	21	33	49	0	37	68	100	88	60	23	97	0	0	0	0	0	19	0	0	0	236	0	51	0	0	0	0	0
2421b2ccd2f9f9f4e8e5486975c528f2	0	0	0	0	0	0	0	0	0	0	0	0	11	461	0	66	0	0	0	0	10	7	0	9	0	48	0	0	0	0	0	19	16	0	4	0	0	0	0	0	0	0	0	0	0	2	10	11	0	0	0	0	0	0	0	0	0	0	10	15	2880	0	0	0	0	0	0	0
2448502d73d4f0b5db02161aa486bbee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2449ca3c365fdd69be22a8f1e8c74cab	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24630c3e9262c5147cab4035c9fc0815	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	0	0	0	0	0	31	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24765fcfcc9ad6b0e9334dc4a9c92c08	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2477ffbabf8f29fc0e9d01fc1a81a86c	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248949d4fd55ce784612f864a451a9a7	0	0	8	0	27	16	0	0	0	0	35	0	0	0	0	0	159	0	0	0	0	223	76	0	0	0	202	68	0	0	0	185	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	52	0	0	0	12	0	0	0	0	0	11	23	43	0	0	0	0	0
24de50cdcff9ce5e0ec1a23215e66b35	0	0	0	0	0	0	0	0	0	0	15	38	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
24fc2307188da29767a82877f7d8581e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252f9871fe85aadda5d012438dbc892d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25381c895ac8002e16089caadecf3729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	24	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	9	0	0	0	0	0	0	17	0	0	0	0	0
258fe3076da9db5647ac7a3acc527b5d	0	15	20	26	0	0	0	0	0	0	0	0	0	264	0	142	0	0	0	0	0	0	0	37	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	21	0	25	0	21	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
25f27530e741ff37c46e3e3c61a024e0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260dc1536fca896b06d31743cd5b938d	0	0	0	0	0	219	0	0	0	0	0	43	0	0	0	0	0	34	0	0	3	14	345	0	0	0	14	244	0	0	0	11	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	6	107	0	0	0	0	0	0	653	0	0	0	0	0
2641c620826b001436c7c90620f421c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0
26464c6dea2fc925c32f89012d422b15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	63	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	13	0	84	0	0	0	0	0	0	0
264fb9079b0661bd37e79cc12a3d65af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
267752f06ef37385aed6e05a6c98a7f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2693ce33a718961037c17499e9562c2f	782	84	438	55	42	0	12	31	61	49	237	0	1307	631	320	132	203	0	744	70	432	23	0	576	237	229	75	0	0	0	0	32	0	0	8	0	26	8	0	617	0	187	18	0	491	363	85	2864	6	50	0	54	0	0	0	0	259	0	6	7	20	9	33	0	0	0	0	0
269e57d7b5506affde9e33cd638de42c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26b6eb0dfebff9f415a514dae0d953f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	26	0	0	29	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26c2c5a6c049db1942203ff37f475355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	1	0	0	1	985	523	253	0	4	136	7	15	2	22	24	250	171	20	0	0	0	0	0
26f9ee936f6631bb163d1bebee88843a	0	0	0	70	0	0	0	0	0	0	0	0	0	538	0	128	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	44	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0
26fefb7045f1952701627059a2ed7f29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	66	0	0	0	910	16	0	0	0	579	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	8	6	0	0	0	0	0
27123826fda8c6a881a920e320f9fabe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2716e06a8e94ea8fbf76b58ad11fe2b6	17	33	12	43	0	0	0	53	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	32	70	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271db7112689417586893eae11518c8e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27731dc3186764151a298be5c533a73b	21	51	26	0	0	0	0	68	0	29	0	0	85	357	35	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	25	59	39	0	79	59	70	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2781cbd3c7af874eeab00735e8131ec3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2788377ab7d3f5c0b7e20317c7ab9f5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278d3e4d13bd151d685640bb883fb5b1	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	91	0	0	47	0	58	0	10	13	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	7	51	0	0	0	47	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27aeef68956205161db955147a3023e5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27b19970edcc44cc301b3fe49b4a0dc8	0	0	0	0	0	0	0	0	0	0	0	42	0	24	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	17	0	7	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27b371c9d51e1ef78627bb03f0848205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27f3b37a0fe31a82fd543e76990df90c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28040fec0b6e4e26b2dd7f49fce8fc82	162	12	198	10	61	0	0	0	9	0	201	0	200	147	73	45	92	0	0	0	41	109	15	82	39	71	11	0	0	0	0	93	0	0	0	0	0	0	0	40	0	261	0	0	289	40	21	323	0	15	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0
2825b7df7e20b5945fb375719db37b43	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	49	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
283e07e786f54d215816890e995fcae7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284a7a5671485bafbd01d1b0b63641cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284d1178225cb1d83f75111e405dbdde	0	0	0	0	0	92	0	0	0	0	43	466	0	0	0	0	1090	1279	0	0	0	150	736	0	0	0	122	589	0	0	0	94	160	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	79	2473	0	0	0	32	257	0	0	0	0	0	198	24317	0	0	0	0	62
285215df5f85460470df9300ed38466f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2864cc600d3ca7bc75496ac29dad0e39	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	278	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288e8b1f6b8fc15c10d0800e26beff82	0	41	0	53	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28c2c06236513a67c3252f806f4d8759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
28c7707435e33fe910eaf2e7287359fb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0
28c825d1cb33c0ca7c04c3e0e43f1a4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
28d17b75348d91ff0adc92226b36ee4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28d1dfd06aed6aa2676720a4496ba9e4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
295316dc43ab728f278c776fb6fdf4e2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
29a4e603f4043f86f8771ce5c4225654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29b39ddf87a57c48dfd65895f3d5299b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
29bb0c21ca87ea23907b5e55cf18a221	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	33	0	0	0	0	0	8	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29dfa096c20eef9b1859fc6771f4abe5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
29e112882d10caa13a84275e042aeb33	53	14	61	34	0	0	0	0	0	0	43	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29e63e459ac73fc073b9b06300c210ed	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a09eb65dfcb091f164f96e5e86e6522	0	0	0	0	0	42	0	0	0	0	47	165	0	8	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a415b24a85aab4b2086a920afbf3c35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a5ff8e29915dd4ce10b18e7afb10b6a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a60cc3d60f6674cd984537271444e62	0	0	0	0	0	52	0	0	0	0	0	20	0	0	0	0	0	34	0	0	0	0	15	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0
