ASV_ID	Superkingdom	Phylum	Class	Order	Family	Genus	Species	Confidence	Selected_Prefix
e4c05461eb7d0865bac8d20836334ef1	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	 Gymnodinium sp. NVARU	99.97907620000001	mido_
b4f2c8f126dff71a201ac2a5fa632874	Eukaryota	Haptophyta	NA	Phaeocystales	NA	NA	NA	82.609	blst_
2a6cb58862ecf615e4547a56f2d2314c	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	79.585	blst_
c9279fdbbabaf0a58f261469421bdf2f	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA	81.699	blst_
246db2491a9e54fa8d4d631b100ccebc	Eukaryota	IncompleteTaxonomy	IncompleteTaxnonmy	IncompleteTaxonomy	NA	NA	NA	0	bldgr_
6a4b1f51af596d026ae7924f3160bd5e	Eukaryota	NA	Dinophyceae	Prorocentrales	Prorocentraceae	NA	NA	85.35	blst_
d36adc160ef817c5fe5dc43e835999f2	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	NA	NA	85.2033327	mido_
ca57d00bd5d5c4432f3d3331e1c71e57	Eukaryota	Oomycota	NA	Pythiales	NA	NA	NA	84.615	blst_
af175cdd0e0e7ac98d95129608bfd5f7	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	NA	NA	85.668	blst_
b3cbb1218bcef83b8ae562326416ace0	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	82.4909924	mido_
8df4e855f37929c13ddb46c8c413ea18	Eukaryota	Rhodophyta	Florideophyceae	Rhodymeniales	NA	NA	NA	77.104	blst_
ade86bca190069c1f20c79926bb0d352	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	 Paracalanus sp. F A	99.999353	mido_
ead855115bc4a56b5de623a971ae6249	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	75.357	blst_
e40c494e0e79f7a565babd42c436361c	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	83.4192575	mido_
a3e563070cb86ef9c36549ff5569deab	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA	78.644	blst_
9e621a5833cb5037266525482c774bd8	Eukaryota	Haptophyta	Phaeocystales	Phaeocystales	NA	NA	NA	75.77630239999999	mido_
bd044e4207b2e964f14af21fa090a2c6	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium		97.0687399	mido_
c3fce248a4659c7037de3e5e0f307270	Eukaryota	Arthropoda	Hexanauplia	NA	NA	NA	NA	81.338	blst_
2efa4f556f14e28c10c372f4f2ae3a07	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	NA	NA	88.5943372	mido_
c181f58be8231f231278e7b6fc17efd0	Eukaryota	Arthropoda	Copepoda	Cyclopoida	Oncaeidae	Triconia	Triconia borealis	98.722	bldgr_
edd9ec855c3189e9b0beea869c981755	Eukaryota	NA	Cryptophyceae	Cyathomonadacea	NA	NA	NA	78.571	blst_
7124d0dbff8d507b7b84a128f88a86df	Eukaryota	NA	Phaeophyceae	Fucales	NA	NA	NA	82.437	blst_
a65b6771547d8ac5c2ffd83e45f3b176	Eukaryota	Pyrrophycophyta	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Thoracosphaera	Thoracosphaera heimii	97.318	bldgr_
a4076af6b8c66eae608756600bede307	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	82.686	blst_
ebd4bde8e4e334cb0d733bbd72e9c423	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	NA	NA	90.705	blst_
ff1861ff8fc4526f6b5ae2610f47236e	Eukaryota	NA	Phaeophyceae	Dictyotales	NA	NA	NA	80.936	blst_
3d9a784ee8c946ec0a91d4fd60ab646e	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae		NA	93.93300839999999	mido_
cb8ac3b4e40639f23ccba3b825a71428	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	82.079	blst_
8d83edf56c099ca1df2d3b00bf0ec339	Eukaryota	NA	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	Dinobryon balticum	100	blst_
96dc58132c0e99ac51eb271203970ebe	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	82.93986290000001	mido_
214f5ab9f39f96e589775fca9de55e48	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	77.741	blst_
f2f91166bcd773102384139db9ed8d90	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	83.39	blst_
92655d9f90082a05b780e80387e96534	Eukaryota	NA	Phaeophyceae	Dictyotales	NA	NA	NA	75.676	blst_
2c5efd25611068fcd74f2ff1ef0c8746	Eukaryota	Oomycota	NA	Pythiales	NA	NA	NA	83.654	blst_
e730978d40fc7bf8e5170d0ccedef0ca	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	83.30902329999999	mido_
89f8a59673d8d3d9b0eeef0ea212b8bd	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA	77.544	blst_
f2f2172c7bb1c9aeb58a402b8757a75e	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	75.357	blst_
114b5c77acadfcaa69ed6a460e06007b	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	76.207	blst_
282e7eb4d4dc0c5b4a7e55051baab16b	Eukaryota	Mollusca	Bivalvia	Unionida	NA	NA	NA	78.523	blst_
c1ca2e2bc0d43102d5b71e9909093160	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	NA	NA	86.689	blst_
6b0a7e128f2f0145ad4f076ea9e488eb	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	83.502	blst_
24761b0098f4f173640c3b79e166e38e	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	84.106	blst_
b08bdfa0496746bbfd5f21579c235dfa	Eukaryota	Rhodophyta	Florideophyceae	Corallinales	NA	NA	NA	77.857	blst_
0ee75b2b3f56140092de6c872c6a25f4	Eukaryota	NA	Phaeophyceae	Ralfsiales	NA	NA	NA	78.305	blst_
0e7253e206f42630bcb232526c01b367	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	78.214	blst_
ad4c42c25350d4402c40300d95e55e22	Eukaryota	Porifera	Demospongiae	Poecilosclerida	NA	NA	NA	78.929	blst_
cbb656c6a634d782c6debc33db5bb1c3	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	81.884	blst_
635739d1f9db01d00ecac8507d102ed0	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	82	blst_
90f2611dfd7d06db464be9a110e074fa	Eukaryota	Bacillariophyta	Bacillariophyceae	Cymbellales	NA	NA	NA	80.212	blst_
40f38d1ca1020f5721a7b2a9ee76341f	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	NA	NA	NA	83.9267816	mido_
d548b8e94a850966279da4d13df8054c	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	77.778	blst_
9abe3b743ebd5686632d48e8949f0a39	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	NA	NA	NA	82.594	blst_
7838b1aefbfca781e5676e1c2cdf525b	Eukaryota	Rhodophyta	Florideophyceae	Halymeniales	NA	NA	NA	76.895	blst_
f916f7609b689f8d40f185048c758d0d	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	NA	NA	90.099	blst_
1536de21265590d488c8a4e4c4a0ac2f	Eukaryota	NA	NA	NA	NA	NA	NA	82.428	blst_
7beb096d0741ff3b618e24d9a39c8ce8	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	83.849	blst_
0365128686be293ae66db16ade422f67	Eukaryota	Oomycota	NA	Saprolegniales	Saprolegniaceae	NA	NA	85.304	blst_
e1812336fd46c33a268aeeb466d84ae5	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	NA	NA	91.2574434	mido_
87b7050b6dcb2e565a845d557ee6ae75	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA	81.818	blst_
10ab89727993ce8620f15b3ad3981c4e	Eukaryota	Oomycota	NA	Saprolegniales	NA	NA	NA	83.453	blst_
c6831600f5c8efe0ae08168393be03a9	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	NA	NA	88.746	blst_
71dbebe0ebccb3ad5423157be56c949f	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA	75.714	blst_
4c48e10d3cd716818346552595062e3e	Eukaryota	Rhodophyta	Florideophyceae	Rhodymeniales	NA	NA	NA	77.338	blst_
2d9687c4d13772b795542ecf12c8bcb0	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA	91.6774009	mido_
71e7b5036bd14cf09b24dadb5a4fe793	Eukaryota	Oomycota	NA	Saprolegniales	NA	NA	NA	82.692	blst_
04b7793383733b901ba68702d03477b9	Eukaryota	Rhodophyta	Florideophyceae	Peyssonneliales	NA	NA	NA	77.273	blst_
b9345a6e9ac813f7a9086258d5fed14e	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	NA	NA	NA	81.185	blst_
3892784912c5d802bce39a4ead3fb64f	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	NA	95.8113353	mido_
f6f70ade2776ca1d3b4e3020525a3edc	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas pusilla	100	blst_
cf0f841bd48a96d18474735f1ce44508	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	NA	NA	85.816	blst_
1d9775dd5d1ce8f78d5f1f949b218092	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	NA	NA	NA	77.891	blst_
0e412965417afdba3f745472f09f9a49	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA	95.161953	mido_
7cf31c3e93cb1e81d4197ef6dd375353	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA	77.338	blst_
958010319662490bf2d6d1fc9fbb7854	Eukaryota	Annelida	Polychaeta	Terebellida	NA	NA	NA	75.932	blst_
6f81ffaa6cdd29b05e6027f31c8e0455	Eukaryota	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloroparvula	 Chloroparvula pacifica	100	mido_
b475b01a2107c8f347ee845bd773a4f3	Eukaryota	NA	Eustigmatophyceae	Eustigmatales	NA	NA	NA	77.303	blst_
2bce5cd7a4304336a2a0543ba9d58137	Eukaryota	NA	Bolidophyceae	Parmales	NA	NA	NA	81.063	blst_
a3c8e11846df93e70f0a6f254345c4dd	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	NA	NA	91.77465889999999	mido_
74f06aca639dd28f0135068bbc6289fa	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	NA	NA	NA	84.138	blst_
7f08c32057b7e73a539c5ac117ea2789	Eukaryota	Nemertea	Palaeonemertea	Archinemertea	NA	NA	NA	80	blst_
859bae8555d099972e5fb440c02ed15e	Eukaryota	Rhodophyta	Florideophyceae	Peyssonneliales	NA	NA	NA	75.896	blst_
a78cad0f8035c9bbeb204bc97f51644d	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	 Gymnodinium sp. NVARU	99.5802013	mido_
54dfb1d222c18b38b59a7b458c5c2d03	Eukaryota	NA	Eustigmatophyceae	Eustigmatales	NA	NA	NA	82.372	blst_
ccc2d0af9050fee5ef3a7795074f7a9e	Eukaryota	Rhodophyta	Florideophyceae	Rhodymeniales	NA	NA	NA	77.419	blst_
d649e912e8fda3b468a2c34f2d4c48d2	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	84.965	blst_
1db24fde9e46a3337d60873353648e71	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	77.346	blst_
495ebe4044bf243423560152dbb0cca9	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	82.31	blst_
725fe5c84abb5308fd04cba1e271d7b4	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	NA	NA	NA	82.215	blst_
ce68f0a288d86db6c00a42a375e751bb	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA	93.2708871	mido_
b3a8cbff4a51cc513f021139fe9649ca	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	74.99821709999999	mido_
c7596e221dbcd250287f07bbfc874b1a	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	84.4681339	mido_
a11866316c603dbfcc8c29b65ce33e9e	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	80.357	blst_
b6e2ceae0629448816a76b995fe5eea5	Eukaryota	Annelida	Polychaeta	family_genus_Polychaetasp.NB_Po	NA	NA	NA	75.5009266	mido_
09ff2db2db2ede492c22680cde94c003	Eukaryota	Arthropoda	Collembola	Poduromorpha	NA	NA	NA	77.586	blst_
08c4f6fd57f79517926c8fbf0d2eb7f6	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Lensia	 Lensia meteori	100	mido_
93f5af9baffb75a418a733583df98e42	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	76.948	blst_
84bd4d41e56a20e49cb1eb3530a66d5e	Eukaryota	IncompleteTaxonomy	IncompleteTaxnonmy	IncompleteTaxonomy	NA	NA	NA	0	bldgr_
51089732e8a2f2fc09053a5c66e0eb59	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	NA	NA	NA	76.378497	mido_
3361d605549367949bde8536158a7077	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	NA	NA	NA	84.615	blst_
716695c1979cbbc895948603d8123dae	Eukaryota	Haptophyta	NA	Phaeocystales	NA	NA	NA	84.365	blst_
7735c2e97b8fe9f0f5db138891880f7c	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA	77.465	blst_
613273537a5ebb9fabd1ba95707837d0	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	78.136	blst_
99d9d02928b5cad6cc08143405ce085d	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	81.915	blst_
b06882ec26b0280f9f8378911b301524	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	78.451	blst_
4dd703611348d62a5a2b41dc82878f65	Eukaryota	Rhodophyta	Florideophyceae	Rhodymeniales	NA	NA	NA	77.133	blst_
452826275da0283dcc2182a33ea24649	Eukaryota	Oomycota	NA	Pythiales	NA	NA	NA	76.792	blst_
dc7c2e004a7ffea9280cffc28183f4e1	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	 Nitzschia cf. promare	99.9901472	mido_
9a692aac6a22d6e4c316de7cde4abd93	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	77.966	blst_
e511036bcee9bc78c9715a56a5cd86cc	Eukaryota	Dinophyceae	Dinophyceae	Suessiales	Biecheleriaceae	Biecheleria	 Biecheleria cincta	99.9885199	mido_
5eea39b0e745dedccf29dcbecd0ee078	Eukaryota	Oomycota	NA	Olpidiopsidales	NA	NA	NA	80.287	blst_
ed0b44780a6821b29255153d1c56feca	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	 Cylindrotheca closterium	99.53182699999999	mido_
60f6dccc7e1ef4c4314a5d69b63d3034	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA	82.624	blst_
5d781f4f74a19cd8926f31023e1af10a	Eukaryota	NA	Phaeophyceae	Ectocarpales	Chordariaceae	NA	NA	86.731	blst_
b520307ae0dfe8a65388e52e512f0170	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	80.519	blst_
bdc006e11d4712b0735f06caf48ce8b2	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	81.206	blst_
3ed76b7d0ae8ce0061efebb4c3701438	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	NA	94.5096009	mido_
d24d60f5bf2a81e20c735c86204f98d2	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	81.081	blst_
87434b4467182e22e59a253c8b8ebabc	Eukaryota	Pyrrophycophyta	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Thoracosphaera	NA	96.169	bldgr_
d2b74864c4f9df919ac916d44aacf775	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	NA	NA	88.816	blst_
ee4b94a5436630131afd5b869e7a5403	Eukaryota	NA	NA	NA	NA	NA	NA	85.35	blst_
f6271fdad5ea23a132b4c0434c48b9c3	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	NA	NA	87.379	blst_
9006f85f2327f91a4e9e510bc45048b2	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA	76.978	blst_
7c1706ae7c7914f211cae5f1bce2feb5	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	78.188	blst_
174024c20a9c7dc46d38509e0ed277d3	Eukaryota	Arthropoda	Insecta	Diptera	Dolichopodidae	Diostracus	 Diostracus sp.	99.5367613	mido_
9ccd9d7e84ed8303875413c72de91b51	Eukaryota	NA	Phaeophyceae	Tilopteridales	NA	NA	NA	79.333	blst_
fc08fb981e93799e4aed0f1fa62b23f4	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	NA	NA	NA	78.188	blst_
b88edb3f2bf473e415d8932c2eb45f35	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA	76.619	blst_
54a89ca639afe0e5611202125388d2fb	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	70.06712710000001	mido_
57ba5072e1e430270d1d35ee139298d5	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	81.004	blst_
d8f59b11b349c85294f6f7c93839ea37	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	78.853	blst_
eea5f8a21fa9819cbe9293dd39d47467	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	NA	NA	NA	77.936	blst_
d57a614c2c6709781e7177caca15dfb1	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	75.887	blst_
1a173733692baaeb213c250f087a4adb	Eukaryota	Haptophyta	NA	Prymnesiales	NA	NA	NA	84.281	blst_
37f2e09b1abba5ee4aa7beb1c1751a09	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA	95.53448490000001	mido_
ff1d4992de828a438a60ce7731fc467a	Eukaryota	NA	Phaeophyceae	Ectocarpales	NA	NA	NA	82.686	blst_
052ffd6499d9a814354c5a02ccc2154f	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	NA	NA	85.811	blst_
137c0bcad4b986b6c3dbd19ddf297b2b	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	84.397	blst_
63e79bd10eadc01f1f698e9d145490c0	Eukaryota	Dinophyceae	Dinophyceae	Syndiniales	NA	NA	NA	70.8391667	mido_
9eaa162f0a82be4aa4e0858441ed4c87	Eukaryota	Arthropoda	Malacostraca	Isopoda	NA	NA	NA	75.172	blst_
ea050330edf44e149b0fcebc9caac792	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA	77.027	blst_
bc2a44021c83a81a762e5d7ee20c5ae8	Eukaryota	Pyrrophycophyta	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	NA	96.53	bldgr_
6019cb9e5c237ab14009101a6ee1abe2	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae		NA	93.8013231	mido_
08136aaac373b04b50e322012fb1a5b9	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	NA	NA	88.487	blst_
7d590c82c57985086f42f1fe23e191a8	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia		99.6079966	mido_
415c19c7d297c44e3f1a88750a1155c4	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	78.058	blst_
71368a6aee0cb53ef462e1a7f129f044	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	NA	NA	88.424	blst_
053281e5cddf0735e0526c8842c52615	Eukaryota	Rhodophyta	Florideophyceae	Gelidiales	NA	NA	NA	78.214	blst_
1131bb04f574d1319abb86ba8644ac98	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA	77.5	blst_
f28a4418a2021ade46bc327a241b0c74	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia		99.22166059999999	mido_
84df663d2b5100f0bb0171c4a1e14f44	Eukaryota	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	78.777	blst_
98c297f1625cca6975836d30ba92b479	Eukaryota	Arthropoda	Copepoda	Calanoida	Calanidae	Mesocalanus	Mesocalanus tenuicornis	99.677	bldgr_
82e35cd1650d7234d57597e34cbf13b3	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	79.1594296	mido_
49c9b0ee93800d45fcc50e8db6d49ef8	Eukaryota	Bacillariophyta	Mediophyceae	Triceratiales	Plagiogrammaceae	NA	NA	87.456	blst_
8ff6eceb2e4ad90e56a100d0f3ecb925	Eukaryota	Rhodophyta	Florideophyceae	Rhodymeniales	NA	NA	NA	77.419	blst_
ee906990b64c4af67abdd677e7ee8343	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA	80.212	blst_
d9184c06e97dc750736874fd7899b1e2	Eukaryota	Rhodophyta	Florideophyceae	Halymeniales	NA	NA	NA	76.895	blst_
830ede954ba001db21e4d43afe300d86	Eukaryota	NA	Raphidophyceae	Chattonellales	NA	NA	NA	79.422	blst_
90f4428f7448836da501ebe7bd30284e	Eukaryota	Picozoa	order_family_genus_Picobiliphytesp.MS_	family_genus_Picobiliphytesp.MS_	genus_Picobiliphytesp.MS_	Picobiliphytesp.MS_	 Picobiliphyte sp. M	99.81891309999999	mido_
d367196c2b58aff82b24cd91e4a17a26	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	NA	NA	NA	74.1908869	mido_
da455b065ab40e4c98c1055b9fa2d19f	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA	93.65959740000001	mido_
ca547d87ae79cd1af457389231f8af02	Eukaryota	Oomycota	NA	Pythiales	NA	NA	NA	81.293	blst_
358278c4c31fcba501fb9c0020e1bcd9	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	NA	NA	NA	83.8935597	mido_
373e75b11c58156561974ac825dadf19	Eukaryota	Bacillariophyta	Fragilariophyceae	Thalassionemales	Thalassionemataceae	Thalassionema	 Thalassionema nitzschioides	99.9999855	mido_
cf9bba8748d6f73195ad17ceea7a79b9	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA	84.229	blst_
3fb9645f0b3b97d8e5057b392a92669f	Eukaryota	Pyrrophycophyta	Dinophyceae	Gonyaulacales	Ceratiaceae	Neoceratium	NA	95.276	bldgr_
915fa0962f2b6d97039ffe73e509d727	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA	79.495	blst_
25b15f1eb73bf6f46ff5b03a159b5012	Eukaryota	Picozoa	NA	NA	NA	NA	NA	86.139	blst_
b8e4bd6fab80e2e9e2ae5d386eb5c8f0	Eukaryota	Dinophyceae	Dinophyceae	Lophodiniales	NA	NA	NA	83.6339092	mido_
9513bc9d4b866b6d762c1990c1a8ce02	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA	78.808	blst_
73580211bdcec3c25ba0203155882003	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA	75.357	blst_
a7ac0426ba3df92623c653ada8bb7e99	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA	83.274	blst_
365aeacab206ea74c9e661bfaafc42c5	Eukaryota	Rhodophyta	Florideophyceae	Corallinales	NA	NA	NA	75.09	blst_
9dc252efdf4a44aea2dcc3c173dfc321	Eukaryota	Rotifera	Eurotatoria	Ploima	NA	NA	NA	82.45	blst_
75c3a1c9df4dd4b8ebdb6a22125968c8	Eukaryota	Chordata	Actinopteri	Mugiliformes	NA	NA	NA	78.547	blst_
07513cc27c0c4deb941710d1061f8967	Eukaryota	Oomycota	NA	Pythiales	NA	NA	NA	82.746	blst_
e6fd21e62783636d13f8f7c2d1e26d14	Eukaryota	Arthropoda	Insecta	Hemiptera	NA	NA	NA	79.038	blst_
42de9a7be448d330d3ed7ba4dada8784	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	NA	NA	NA	79.661	blst_
ed68bd9ea39fe79aa71767216ad93cf5	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	70.4224132	mido_
dc23fd209f67f17a09a7941b1411b997	Eukaryota	Mollusca	Gastropoda	NA	NA	NA	NA	79.505	blst_
0a19c7f8705496fff44623a4ec54f2b4	Eukaryota	Ctenophora	Tentaculata	Lobata	Eurhamphaeidae	Eurhamphaea	 Eurhamphaea vexilligera	99.99988739999999	mido_
f30016d1d5556e8f75ba373518b07e72	Eukaryota	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	NA	NA	87.0145663	mido_
612a4217798e129c2733c4f2a7c9d996	Eukaryota	Oomycota	NA	Saprolegniales	NA	NA	NA	81.329	blst_
431a4f794cbba1342e3661cdd2cb7402	Eukaryota	Haptophyta	NA	Prymnesiales	NA	NA	NA	83.713	blst_
fc798fee93417243cb0264b63aaab495	Eukaryota	Picozoa	NA	NA	NA	NA	NA	86.219	blst_
7700de4cb6f4d9488426017646f9d883	Eukaryota	Arthropoda	Insecta	Hemiptera	NA	NA	NA	81.481	blst_
5bfd1a05fa595106fe13856a5dcc2d9c	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	82.414	blst_
dad9e974de9ebf50d237e2a756094722	Eukaryota	NA	Phaeophyceae	Fucales	NA	NA	NA	82.333	blst_
1425431d1341967724242ff8c7d278b2	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	NA	NA	85.948	blst_
29895c09925e89f707c8d128036be219	Eukaryota	Rhodophyta	Florideophyceae	Corallinales	NA	NA	NA	77.778	blst_
98dbf2478715e4fa93a4fd852d44c81f	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA	78.7	blst_
b5bbb5aca1249c4e88b5811625498de3	Eukaryota	NA	NA	NA	NA	NA	NA	85.971	blst_
009251e1bd15b987c3c8d0c3b6939a53	Eukaryota	Oomycota	NA	NA	NA	NA	NA	82.253	blst_
d58d014a59993e017b6bcf8aee39bf0c	Eukaryota	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	77.338	blst_
5a7868972ad1f23f2f3094750ae4f92c	Eukaryota	Dinophyceae	Dinophyceae	Gonyaulacales	NA	NA	NA	73.6631733	mido_
